Date,Close/Last,Volume,Open,High,Low
12/29/2023,$353.96 ,14987090,$358.99 ,$360.00 ,$351.82 
12/28/2023,$358.32 ,11798810,$359.70 ,$361.90 ,$357.81 
12/27/2023,$357.83 ,13207930,$356.07 ,$359.00 ,$355.31 
12/26/2023,$354.83 ,9898614,$354.99 ,$356.98 ,$353.45 
12/22/2023,$353.39 ,11772780,$355.58 ,$357.20 ,$351.22 
12/21/2023,$354.09 ,15289560,$352.98 ,$356.41 ,$349.21 
12/20/2023,$349.28 ,16369850,$348.65 ,$354.96 ,$347.79 
12/19/2023,$350.36 ,17729360,$345.58 ,$353.60 ,$345.12 
12/18/2023,$344.62 ,18993850,$337.48 ,$347.56 ,$337.02 
12/15/2023,$334.92 ,31776850,$331.99 ,$338.66 ,$331.22 
12/14/2023,$333.17 ,19607340,$333.85 ,$334.70 ,$328.64 
12/13/2023,$334.74 ,16353320,$333.93 ,$338.37 ,$332.64 
12/12/2023,$334.22 ,18485460,$324.60 ,$334.47 ,$324.56 
12/11/2023,$325.28 ,25802460,$329.40 ,$329.89 ,$320.00 
12/8/2023,$332.75 ,14087350,$323.09 ,$333.17 ,$323.00 
12/7/2023,$326.59 ,15905080,$317.77 ,$328.24 ,$317.77 
12/6/2023,$317.45 ,11294340,$321.93 ,$322.25 ,$317.04 
12/5/2023,$318.29 ,16952130,$318.98 ,$321.88 ,$315.39 
12/4/2023,$320.02 ,19037080,$317.29 ,$320.86 ,$313.66 
12/1/2023,$324.82 ,15276380,$325.48 ,$326.86 ,$320.76 
11/30/2023,$327.15 ,23146390,$331.89 ,$333.50 ,$322.40 
11/29/2023,$332.20 ,16024500,$339.69 ,$339.90 ,$330.78 
11/28/2023,$338.99 ,12637250,$333.40 ,$339.38 ,$333.40 
11/27/2023,$334.70 ,15684450,$336.18 ,$339.90 ,$334.20 
11/24/2023,$338.23 ,5467488,$340.13 ,$341.86 ,$336.77 
11/22/2023,$341.49 ,10715180,$339.21 ,$342.92 ,$338.58 
11/21/2023,$336.98 ,12027860,$338.33 ,$339.90 ,$335.90 
11/20/2023,$339.97 ,16976130,$334.89 ,$341.87 ,$334.19 
11/17/2023,$335.04 ,14519210,$330.26 ,$335.50 ,$329.35 
11/16/2023,$334.19 ,18932570,$329.37 ,$334.58 ,$326.38 
11/15/2023,$332.71 ,14531180,$337.93 ,$338.40 ,$330.02 
11/14/2023,$336.31 ,17179400,$334.54 ,$338.10 ,$333.33 
11/13/2023,$329.19 ,16908950,$326.20 ,$332.33 ,$325.70 
11/10/2023,$328.77 ,19116920,$319.94 ,$329.10 ,$319.46 
11/9/2023,$320.55 ,16103070,$319.42 ,$324.18 ,$318.80 
11/8/2023,$319.78 ,13609700,$318.14 ,$321.33 ,$314.88 
11/7/2023,$318.82 ,14055610,$317.06 ,$321.00 ,$315.12 
