Date,Close/Last,Volume,Open,High,Low
12/30/2022,$123.18 ,157777300,$119.95 ,$124.48 ,$119.75 
12/29/2022,$121.82 ,221923300,$120.39 ,$123.57 ,$117.50 
12/28/2022,$112.71 ,221070500,$110.35 ,$116.27 ,$108.24 
12/27/2022,$109.10 ,208643400,$117.50 ,$119.67 ,$108.76 
12/23/2022,$123.15 ,166989700,$126.37 ,$128.62 ,$121.02 
12/22/2022,$125.35 ,210090300,$136.00 ,$136.63 ,$122.26 
12/21/2022,$137.57 ,145417400,$139.34 ,$141.26 ,$135.89 
12/20/2022,$137.80 ,159563300,$146.05 ,$148.47 ,$137.66 
12/19/2022,$149.87 ,139390600,$154.00 ,$155.25 ,$145.82 
12/16/2022,$150.23 ,139032200,$159.64 ,$160.99 ,$150.04 
12/15/2022,$157.67 ,122334500,$153.44 ,$160.93 ,$153.28 
12/14/2022,$156.80 ,140682300,$159.25 ,$161.62 ,$155.31 
12/13/2022,$160.95 ,175862700,$174.87 ,$175.05 ,$156.91 
12/12/2022,$167.82 ,109794500,$176.10 ,$177.37 ,$167.52 
12/9/2022,$179.05 ,104872300,$173.84 ,$182.50 ,$173.36 
12/8/2022,$173.44 ,97624490,$172.20 ,$175.20 ,$169.06 
12/7/2022,$174.04 ,84213280,$175.03 ,$179.38 ,$172.22 
12/6/2022,$179.82 ,92150820,$181.22 ,$183.65 ,$175.33 
12/5/2022,$182.45 ,93122670,$189.44 ,$191.27 ,$180.55 
12/2/2022,$194.86 ,73645920,$191.78 ,$196.25 ,$191.11 
12/1/2022,$194.70 ,80046210,$197.08 ,$198.92 ,$191.80 
11/30/2022,$194.70 ,109186400,$182.43 ,$194.76 ,$180.63 
11/29/2022,$180.83 ,83357110,$184.99 ,$186.38 ,$178.75 
11/28/2022,$182.92 ,93038150,$179.96 ,$188.50 ,$179.00 
11/25/2022,$182.86 ,50672740,$185.06 ,$185.20 ,$180.63 
11/23/2022,$183.20 ,109536700,$173.57 ,$183.62 ,$172.50 
11/22/2022,$169.91 ,78452330,$168.63 ,$170.92 ,$166.19 
11/21/2022,$167.87 ,92882710,$175.85 ,$176.77 ,$167.54 
11/18/2022,$180.19 ,76048870,$185.05 ,$185.19 ,$176.55 
11/17/2022,$183.17 ,64335970,$183.96 ,$186.16 ,$180.90 
11/16/2022,$186.92 ,66567600,$191.51 ,$192.57 ,$185.66 
11/15/2022,$194.42 ,91293790,$195.88 ,$200.82 ,$192.06 
11/14/2022,$190.95 ,92226650,$192.77 ,$195.73 ,$186.34 
11/11/2022,$195.97 ,114403600,$186.00 ,$196.52 ,$182.59 
11/10/2022,$190.72 ,132703000,$189.90 ,$191.00 ,$180.03 
11/9/2022,$177.59 ,127062700,$190.78 ,$195.89 ,$177.12 
11/8/2022,$191.30 ,128803400,$194.02 ,$195.20 ,$186.75 
11/7/2022,$197.08 ,93916520,$208.65 ,$208.90 ,$196.66 
11/4/2022,$207.47 ,98622210,$222.60 ,$223.80 ,$203.08 
11/3/2022,$215.31 ,56538850,$211.36 ,$221.20 ,$210.14 
11/2/2022,$214.98 ,63070290,$226.04 ,$227.87 ,$214.82 
11/1/2022,$227.82 ,62688820,$234.05 ,$237.40 ,$227.28 
10/31/2022,$227.54 ,61554340,$226.19 ,$229.85 ,$221.94 
10/28/2022,$228.52 ,69152390,$225.40 ,$228.86 ,$216.35 
10/27/2022,$225.09 ,61638820,$229.77 ,$233.81 ,$222.85 
10/26/2022,$224.64 ,85327080,$219.40 ,$230.60 ,$218.20 
10/25/2022,$222.42 ,96507870,$210.10 ,$224.35 ,$210.00 
10/24/2022,$211.25 ,100446800,$205.82 ,$213.50 ,$198.59 
10/21/2022,$214.44 ,75713750,$206.42 ,$214.66 ,$203.80 
10/20/2022,$207.28 ,117798100,$208.28 ,$215.55 ,$202.00 
10/19/2022,$222.04 ,66571480,$219.80 ,$222.93 ,$217.78 
10/18/2022,$220.19 ,75891910,$229.50 ,$229.82 ,$217.25 
10/17/2022,$219.35 ,79428810,$210.04 ,$221.86 ,$209.45 
10/14/2022,$204.99 ,94124510,$224.01 ,$226.26 ,$204.16 
10/13/2022,$221.72 ,91483050,$208.30 ,$222.99 ,$206.22 
10/12/2022,$217.24 ,66860700,$215.33 ,$219.30 ,$211.51 
10/11/2022,$216.50 ,77013200,$220.95 ,$225.75 ,$215.00 
10/10/2022,$222.96 ,67925020,$223.93 ,$226.99 ,$218.36 
10/7/2022,$223.07 ,83916800,$233.94 ,$234.57 ,$222.02 
10/6/2022,$238.13 ,69298440,$239.44 ,$244.58 ,$235.35 
10/5/2022,$240.81 ,86982670,$245.01 ,$246.67 ,$233.27 
10/4/2022,$249.44 ,109578500,$250.52 ,$257.50 ,$242.01 
10/3/2022,$242.40 ,98363540,$254.50 ,$255.16 ,$241.01 
9/30/2022,$265.25 ,67726600,$266.15 ,$275.57 ,$262.47 
9/29/2022,$268.21 ,77620640,$282.76 ,$283.65 ,$265.78 
9/28/2022,$287.81 ,54664810,$283.08 ,$289.00 ,$277.57 
9/27/2022,$282.94 ,61925190,$283.84 ,$288.67 ,$277.51 
9/26/2022,$276.01 ,58076910,$271.83 ,$284.09 ,$270.31 
9/23/2022,$275.33 ,63748360,$283.09 ,$284.50 ,$272.82 
9/22/2022,$288.59 ,70545410,$299.86 ,$301.29 ,$285.82 
9/21/2022,$300.80 ,62555660,$308.29 ,$313.80 ,$300.63 
9/20/2022,$308.73 ,61642780,$306.91 ,$313.33 ,$305.58 
9/19/2022,$309.07 ,60231160,$300.09 ,$309.84 ,$297.80 
9/16/2022,$303.35 ,87087790,$299.61 ,$303.71 ,$295.60 
9/15/2022,$303.75 ,64795520,$301.83 ,$309.12 ,$300.72 
9/14/2022,$302.61 ,72628650,$292.24 ,$306.00 ,$291.64 
9/13/2022,$292.13 ,68229620,$292.90 ,$297.40 ,$290.40 
9/12/2022,$304.42 ,48674600,$300.72 ,$305.49 ,$300.40 
9/9/2022,$299.68 ,54470850,$291.67 ,$299.85 ,$291.25 
9/8/2022,$289.26 ,53713120,$281.30 ,$289.50 ,$279.76 
9/7/2022,$283.70 ,50028920,$273.10 ,$283.84 ,$272.27 
9/6/2022,$274.42 ,55859980,$272.68 ,$275.99 ,$265.74 
9/2/2022,$270.21 ,50890090,$281.07 ,$282.35 ,$269.08 
9/1/2022,$277.16 ,54287020,$272.58 ,$277.58 ,$266.15 
8/31/2022,$275.61 ,52107340,$280.62 ,$281.25 ,$271.81 
8/30/2022,$277.70 ,50541760,$287.87 ,$288.48 ,$272.65 
8/29/2022,$284.82 ,41864740,$282.83 ,$287.74 ,$280.70 
8/26/2022,$288.09 ,57163950,$297.43 ,$302.00 ,$287.47 
8/25/2022,$296.07 ,53230010,$302.36 ,$302.96 ,$291.60 
8/24/2022,$297.10 ,57259716,$297.56 ,$303.65 ,$296.50 
8/23/2022,$296.45 ,63985056,$291.45 ,$298.83 ,$287.92 
8/22/2022,$289.91 ,55843356,$291.91 ,$292.40 ,$286.30 
8/19/2022,$296.67 ,61395396,$299.00 ,$300.36 ,$292.50 
8/18/2022,$302.87 ,47500535,$306.00 ,$306.50 ,$301.85 
8/17/2022,$304.00 ,68765977,$303.40 ,$309.66 ,$300.03 
8/16/2022,$306.56 ,88136319,$311.67 ,$314.67 ,$302.88 
8/15/2022,$309.32 ,89359179,$301.79 ,$313.13 ,$301.23 
8/12/2022,$300.03 ,79657298,$289.42 ,$300.16 ,$285.03 
8/11/2022,$286.63 ,70155067,$296.51 ,$298.24 ,$285.83 
8/10/2022,$294.36 ,94918869,$297.07 ,$297.51 ,$283.37 
8/9/2022,$283.33 ,86244699,$290.29 ,$292.40 ,$279.35 
8/8/2022,$290.42 ,99365290,$295.00 ,$305.20 ,$289.09 
8/5/2022,$288.17 ,113172911,$302.67 ,$304.61 ,$285.54 
8/4/2022,$308.63 ,72256327,$311.00 ,$313.61 ,$305.00 
8/3/2022,$307.40 ,80091128,$305.00 ,$309.55 ,$301.15 
8/2/2022,$300.59 ,95577490,$294.00 ,$307.83 ,$292.67 
8/1/2022,$297.28 ,117042912,$301.28 ,$311.88 ,$295.00 
7/29/2022,$297.15 ,95312890,$280.70 ,$298.32 ,$279.10 
7/28/2022,$280.90 ,84723008,$280.07 ,$283.30 ,$272.80 
7/27/2022,$274.82 ,88110009,$263.81 ,$275.93 ,$261.79 
7/26/2022,$258.86 ,66820777,$266.51 ,$267.31 ,$256.26 
7/25/2022,$268.43 ,64073526,$272.22 ,$274.15 ,$267.40 
